(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 50, 10, 20) (false, 40, 10, 20) (false, 60, 10, 20) (false, 70, 10, 20) (false, 40, 10, 20) (false, 30, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 40, 10, 20) (false, 30, 10, 20) (false, 10, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 40, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 20, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 10, 20) (false, 40, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 30, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 40, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 20, 10, 15) (false, 30, 6, 18) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 10, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 20, 10, 20) (false, 50, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 70, 10, 20) (false, 60, 5, 30) (false, 60, 5, 30) (false, 60, 10, 20) (false, 40, 10, 20) (false, 60, 10, 20) (false, 20, 10, 15) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 80, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 10, 20) (false, 40, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 30, 10, 20) (false, 30, 10, 20) (false, 20, 10, 15) (false, 60, 10, 20) (false, 20, 10, 20) (false, 60, 10, 20) (false, 20, 10, 15) (true, 0, 0, 0) (false, 60, 10, 20) (false, 20, 10, 15) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 50, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 5, 30) (false, 20, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 20, 10, 15) (false, 30, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 10, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 10, 20) (false, 50, 10, 20) (false, 30, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 5, 30) (false, 50, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 20, 10, 15) (false, 20, 10, 15) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (false, 50, 10, 20) (false, 40, 10, 20) (false, 20, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 70, 10, 20) (false, 40, 10, 20) (false, 70, 10, 20) (false, 40, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 50, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 80, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 50, 10, 20) (false, 40, 10, 20) (false, 60, 10, 20) (false, 60, 5, 30) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 10, 20) (false, 20, 10, 20) (false, 40, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 70, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 5, 30) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
